,seed,disturbance_level,rmse,mae,source_tree_size,target_tree_size,v,tau,epochs
579,3.0,3.0,1.369832539638728,1.0843696297327876,1.0,2.0,0.05,0.99,200.0
580,3.0,3.0,0.8967999205521698,0.7007580991057777,1.0,3.0,0.05,0.97,200.0
581,3.0,3.0,1.0596990538015894,0.8309137342359904,1.0,3.0,0.05,0.99,200.0
582,3.0,3.0,1.7426390682209556,1.385847393495237,2.0,1.0,0.05,0.97,200.0
583,3.0,3.0,2.05656093710292,1.6420065275841644,2.0,1.0,0.05,0.99,200.0
584,3.0,3.0,1.095326714225624,0.8585174308391427,2.0,2.0,0.05,0.97,200.0
585,3.0,3.0,1.3549359326537893,1.0725331053422895,2.0,2.0,0.05,0.99,200.0
586,3.0,3.0,0.8890701504893043,0.6953687147805032,2.0,3.0,0.05,0.97,200.0
587,3.0,3.0,1.0535947570581496,0.8279665081141684,2.0,3.0,0.05,0.99,200.0
588,3.0,3.0,1.737363213635495,1.381913646868497,3.0,1.0,0.05,0.97,200.0
589,3.0,3.0,2.043142934761621,1.6335935467149896,3.0,1.0,0.05,0.99,200.0
590,3.0,3.0,1.1049087668975002,0.8662480323724776,3.0,2.0,0.05,0.97,200.0
591,3.0,3.0,1.3545570147554924,1.0720335480995289,3.0,2.0,0.05,0.99,200.0
592,3.0,3.0,0.890759756470573,0.6977214246899911,3.0,3.0,0.05,0.97,200.0
593,3.0,3.0,1.0506577935589354,0.826178249880212,3.0,3.0,0.05,0.99,200.0
594,3.0,3.0,1.2235919252151113,0.9606650609465007,1.0,1.0,0.1,0.97,200.0
595,3.0,3.0,1.4724226502471836,1.167449712285869,1.0,1.0,0.1,0.99,200.0
596,3.0,3.0,0.8390729136417339,0.6646878895324181,1.0,2.0,0.1,0.97,200.0
597,3.0,3.0,0.9227076105022675,0.7275307233835014,1.0,2.0,0.1,0.99,200.0
598,3.0,3.0,0.7828060036198093,0.6165707515619167,1.0,3.0,0.1,0.97,200.0
599,3.0,3.0,0.8198751643483216,0.647047406687896,1.0,3.0,0.1,0.99,200.0
600,3.0,3.0,1.2110918196331102,0.9517534938738114,2.0,1.0,0.1,0.97,200.0
601,3.0,3.0,1.458937997381628,1.1582710455786547,2.0,1.0,0.1,0.99,200.0
602,3.0,3.0,0.8242159087647457,0.6516100035767874,2.0,2.0,0.1,0.97,200.0
603,3.0,3.0,0.9108993700171373,0.716563374117532,2.0,2.0,0.1,0.99,200.0
604,3.0,3.0,0.7566225974322233,0.5974947016616087,2.0,3.0,0.1,0.97,200.0
605,3.0,3.0,0.8037149492639402,0.6323743983805089,2.0,3.0,0.1,0.99,200.0
606,3.0,3.0,1.2070452594396044,0.949792010702962,3.0,1.0,0.1,0.97,200.0
607,3.0,3.0,1.4551831333874417,1.154327581716679,3.0,1.0,0.1,0.99,200.0
608,3.0,3.0,0.825083608273618,0.6503029510104263,3.0,2.0,0.1,0.97,200.0
609,3.0,3.0,0.9139942323301452,0.7191943259646325,3.0,2.0,0.1,0.99,200.0
610,3.0,3.0,0.7668124302225529,0.6061141336244488,3.0,3.0,0.1,0.97,200.0
611,3.0,3.0,0.8090411169769715,0.6369726270120747,3.0,3.0,0.1,0.99,200.0
612,3.0,3.0,1.380626049965684,1.0883616421354112,1.0,1.0,0.05,0.97,300.0
613,3.0,3.0,1.5678979123694823,1.243772270174765,1.0,1.0,0.05,0.99,300.0
614,3.0,3.0,0.8819181065746181,0.6961329163536422,1.0,2.0,0.05,0.97,300.0
615,3.0,3.0,0.9800059748964343,0.7712292815698634,1.0,2.0,0.05,0.99,300.0
616,3.0,3.0,0.7926483015185238,0.6235088766358086,1.0,3.0,0.05,0.97,300.0
617,3.0,3.0,0.8302070800080837,0.6517736301540265,1.0,3.0,0.05,0.99,300.0
618,3.0,3.0,1.3707911480144583,1.0810706869828781,2.0,1.0,0.05,0.97,300.0
619,3.0,3.0,1.5582124827764823,1.2374466573242338,2.0,1.0,0.05,0.99,300.0
620,3.0,3.0,0.8777077706206234,0.6904276104641938,2.0,2.0,0.05,0.97,300.0
621,3.0,3.0,0.9678268612372871,0.7597336839519833,2.0,2.0,0.05,0.99,300.0
622,3.0,3.0,0.7914064202969393,0.6225824906622711,2.0,3.0,0.05,0.97,300.0
623,3.0,3.0,0.8235598156661323,0.648372355146882,2.0,3.0,0.05,0.99,300.0
624,3.0,3.0,1.3666458698298463,1.0776144928908864,3.0,1.0,0.05,0.97,300.0
625,3.0,3.0,1.5486166610218626,1.2303999623636388,3.0,1.0,0.05,0.99,300.0
626,3.0,3.0,0.893290446980133,0.7038290602232717,3.0,2.0,0.05,0.97,300.0
627,3.0,3.0,0.9639274205377668,0.7576488214375695,3.0,2.0,0.05,0.99,300.0
628,3.0,3.0,0.7979877306918519,0.6288861333789179,3.0,3.0,0.05,0.97,300.0
629,3.0,3.0,0.8211557337621039,0.6458805096032345,3.0,3.0,0.05,0.99,300.0
630,3.0,3.0,1.0567850156114797,0.8318863273906658,1.0,1.0,0.1,0.97,300.0
631,3.0,3.0,1.1277807879527808,0.886551864424767,1.0,1.0,0.1,0.99,300.0
632,3.0,3.0,0.7948812285907475,0.6328684932048557,1.0,2.0,0.1,0.97,300.0
633,3.0,3.0,0.7944475426886243,0.6298235702052359,1.0,2.0,0.1,0.99,300.0
634,3.0,3.0,0.7635587767882202,0.6029112627414297,1.0,3.0,0.1,0.97,300.0
635,3.0,3.0,0.7679923489655028,0.6083526971511632,1.0,3.0,0.1,0.99,300.0
636,3.0,3.0,1.0487334857741766,0.8254318806926892,2.0,1.0,0.1,0.97,300.0
637,3.0,3.0,1.117356250796765,0.878134405326223,2.0,1.0,0.1,0.99,300.0
638,3.0,3.0,0.7773957877852158,0.6171570971381594,2.0,2.0,0.1,0.97,300.0
639,3.0,3.0,0.7928175785544921,0.6271273919872566,2.0,2.0,0.1,0.99,300.0
640,3.0,3.0,0.7335931738129237,0.5805953707264196,2.0,3.0,0.1,0.97,300.0
641,3.0,3.0,0.7524904109507143,0.5929357328867042,2.0,3.0,0.1,0.99,300.0
642,3.0,3.0,1.0485830527619449,0.8257134453318311,3.0,1.0,0.1,0.97,300.0
643,3.0,3.0,1.1151107026719471,0.8755943669954066,3.0,1.0,0.1,0.99,300.0
644,3.0,3.0,0.7571803276692421,0.6016927393867242,3.0,2.0,0.1,0.97,300.0
645,3.0,3.0,0.8031532581726221,0.6355276511855824,3.0,2.0,0.1,0.99,300.0
646,3.0,3.0,0.7447794261937988,0.5897707760931991,3.0,3.0,0.1,0.97,300.0
647,3.0,3.0,0.759244103042951,0.6007341190056884,3.0,3.0,0.1,0.99,300.0
