,seed,method,v,target_tree_size,rmse,mae
112,1,xgboost,0.15,1,6.92720076634496,4.65091897994845
113,1,xgboost_naive_transfer,0.15,1,7.498924173816945,5.466271105042563
114,1,xgboost,0.15,2,7.088148309361708,4.800547820681542
115,1,xgboost_naive_transfer,0.15,2,7.477653289131555,5.433994624671453
116,1,xgboost,0.15,3,7.237736015155065,4.876576342676128
117,1,xgboost_naive_transfer,0.15,3,7.490077938448898,5.445955739680833
118,1,xgboost,0.15,4,7.396096166768621,4.988661462505279
119,1,xgboost_naive_transfer,0.15,4,7.488494252523577,5.428235838138996
120,1,xgboost,0.15,5,8.049987077405603,5.282609063477731
121,1,xgboost_naive_transfer,0.15,5,7.496065554948457,5.439115533299421
122,1,xgboost,0.15,6,8.333497804681018,5.442825822901983
123,1,xgboost_naive_transfer,0.15,6,7.479631865539618,5.412226760246375
124,1,xgboost,0.15,7,8.52224224407125,5.564341405083574
125,1,xgboost_naive_transfer,0.15,7,7.568971559007816,5.476078768668611
126,2,xgboost,0.005,1,7.353454732828659,5.108585963832456
